title_en,title_am,similarity_score,alternative_position,reason
"Conflict and Peacebuilding Lead, CSSPII Project",,0,,
Conflict Transformation & Gender Advisor,,0,,
Construction Foreman (Building),,0,,
"Construction Machinery, Equipment & Maintenance Dep’t Head",,0,,
Construction site cashier,,0,,
Construction Site Forman,,0,,
Consultancy Announcement For Developing Different Organizational Manuals,,0,,
Consultancy for Graduate Tracer Study,,0,,
Consultancy for Violence Against Women and Girls (VAWG) and Gender Norms Analysis,,0,,
Consultancy Opportunity for Technical Assistance Under the PEMS funded Ethiopia hotspot,,0,,
Consultancy - Reviewing Safety and Security Plans and Developing Safety and Security Management System - Ethiopia,,0,,
Consultancy service - Developing Self- assessment Framework and Assisting the Process of Ranking Businesses,,0,,
Consultancy service for Intersectional Gender Analysis,,0,,
Consultancy Service for M&E System Development [DHIS2],,0,,
"Consultancy Service for Zero Energy ""Drum Pump"" Design and Prototype Development",,0,,
Consultancy Services for Assessing Current Store Management Practices and Developing an Effective System,,0,,
Consultancy Service to Assess the Implementation of Youth Centric Product (YCP) and to Deliver Capacity Building Support for Partner MFIs,,0,,
Consultancy service to develop CSO policies,,0,,
Consultancy to Conduct Baseline Survey,,0,,
Consultancy to do Assessment on Supply-Demand Gap Analysis of Financial Service Providers,,0,,
Consultancy to run a KAP Survey in Gambella Town,,0,,
Consultant Facilitator for Enhanced Access to Digital Financial Services (DFS) for women in Ethiopia,,0,,
Consultant for Cold Chain Management Specialist-COVID 19 Vaccines (Ahmara Region),,0,,
Consultant for Supporting Acceleration Plan,,0,,
Consultant for Warehouse and Distribution Specialist -Arbaminch EPSS,,0,,
CONSULTANT- Healthy Ageing Country Pilot Project Final Evaluation,,0,,
Consultant to Review MHPSS Curriculum on Trauma-Informed Interventions,,0,,
Consulting Firm/Freelance Consultant Who Can Develop Policy Brief and Fact Sheets on Gender Responsive Budgeting in Ethiopia,,0,,
"Consumer, Market Insight and Innovation (CMI) Manager",,0,,
Consumer Sales Territory Manager,,0,,
Contact in person at the Restaurant located around Sar bet,,0,,
Content Creation Intern,,0,,
content creator,,0,,
Content Creator / የኮንተንት አዘጋጅ,,0,,
Content Creator and Copywriter,,0,,
Content creator and customer care / chat,,0,,
Content Creator and Social Media,,0,,
Content Creator for National Exam,,0,,
Content creator for social media,,0,,
Content Creator & Researcher,,0,,
content creators,,0,,
Content Design,,0,,
Content Organizer & Data entry,,0,,
Content provider needed,,0,,
Content Research & Writing Associate,,0,,
Content Writer and Social Media Manager,,0,,
Content Writer for social media including Blogs/websites and Proposal Writer,,0,,
Content Writer for social media including Blogs/websites and Proposal Writer Intern,,0,,
Content Writer/paid internship,,0,,
Content Writer with IT background.,,0,,
Content writer with Social media marketing skills,,0,,
CONTEST TO CREATE WEB VIDEO PROCESSING,,0,,
Continuous Improvement Assistant,,0,,
Contract Formulation Division,,0,,
Contract Scrum Master,,0,,
Contrat rent,,0,,
Controller I (Branch),,0,,
Coputer skill tutorial,,0,,
Copy bet / stationary attendant,,0,,
Core Banking and Agent Banking Division,,0,,
Core Banking System Support and Implementation Engineer,,0,,
Corporate Intern at Rework Inc Business and Investment Consulting plc,,0,,
Corporate MIS and Reporting Officer,,0,,
Corporate Siinqee Ihsan Appraisal Officer II,,0,,
Corrugation Foreman,,0,,
Cost and Budget Head,,0,,
Cost and schedule Engineer,,0,,
Cost-Benefit Analysis of Climate,,0,,
Cost Control Engineer,,0,,
Cost Recovery Officer,,0,,
Cotm engineering,,0,,
Counseling and Insurance Executors Matters,,0,,
Counselor – Mental Health and Nutrition Team (MHNT),,0,,
Country Director - Ethiopia,,0,,
Country Logistic Coordinator,,0,,
"Country Monitoring, Evalution and Learning (MEL) Manager",,0,,
Coupon manager,,0,,
Coustmer care,,0,,
COVID-19 Vaccine Advisor,,0,,
CP and EiE Officer,,0,,
CP and GBV Officer,,0,,
CPD Coordinator/Director,,0,,
CP/GBV Assistant,,0,,
CPiE Officer BHA project,,0,,
CPIMS Assistant,,0,,
CPIMS Coordinator,,0,,
Creative Desinger,,0,,
Creativity and Marketing Virtual Intern,,0,,
Credit Follow-up Officer II,,0,,
Crisis Response Team Lead,,0,,
Crocheter/ ጥልፍ ስራ ባለሙያ,,0,,
Cross Promoter on Social Medias,,0,,
Crusher Mechanic,,0,,
Cryptocurrency for birr,,0,,
Cryptocurrency Researcher,,0,,
cryptographer,,0,,
Crypto/NFT Researcher Assistant,,0,,
CSO (Customer Support Officer),,0,,
CS Rep.,,0,,
CSR Manager,,0,,
Css/html/tailwind developer,,0,,
CTO & Software Engineer,,0,,
C++ Trainer,,0,,
Curing Specific Gravity and Sampler,,0,,
Currency Management Division Manager,,0,,
Curriculum builder for mobile maintainance training,,0,,
"Curriculum, Materials Development, Module Production & Distribution Head",,0,,
"Curriculum, Module Production & Distribution Head",,0,,
Curtain storekeeper(megareja bet ),,0,,
Customer Accounts and Due Diligence Officer,,0,,
Customer Data Follow Up and Anti-Money Laundering and CTF Account Management Senior Officer,,0,,
Customer Onboarding Specialist,,0,,
Customer Service Officer - Addis Ababa,,0,,
Customer Service Paid internship,,0,,
Customer Service that will also do the cleaning part,,0,,
Customer Support with Good Computer Skills,,0,,
Customer Support/ WordPress Admin,,0,,
Custom Logo Designer,,0,,
Custom Microphone Isolation Shield Developer,,0,,
CVE Training Expert,,0,,
Cvics teacher,,0,,
CWG Coordination Support Lead,,0,,
CW Site Supervision / Survey and design,,0,,
"CX Agent (French, German, Spanish or Italian)",,0,,
Cx and technical support agent,,0,,
CxCa screening and management program central advisor,,0,,
Cyber Cafe Assistant,,0,,
Dasanach and kwegu language translator,,0,,
Dashboard Admin/Software Operator,,0,,
Database and MIS Section Head,,0,,
"Database Expert (MySQL, Sequelize, Replication, Node.js)",,0,,
Databricks certified associate practice question,,0,,
Data Ccollector,,0,,
Data Clark,,0,,
Data collection and Post monitoring,,0,,
Data Collection & Decoding for Civil Engineering graduate,,0,,
Data Collection for Research,,0,,
Data Collector/Enumerator,,0,,
Data collector for MSc project,,0,,
Datacom senior Engineer (IPRAN/IPCORE Expert),,0,,
Data-com Senior Solution Manager,,0,,
Data/Content Collector,,0,,
Data Encoder and Cashier,,0,,
Data Encoder and marketing specialist,,0,,
Data encoder / content writer,,0,,
Data Encoder / Documentation Officer,,0,,
Data Encoder Plus Software Engineer,,0,,
Data encoder & Sales,,0,,
Data encoders and trainers for pharmacy inventory management system,,0,,
Dataencoder/secretary,,0,,
Data encoder with graphics knowledge,,0,,
Data encoding,,0,,
Data entry and analysis with SPSS version 21,,0,,
Data entry and System controller,,0,,
Data Entry/Encoding Temporary Position,,0,,
Data entry for cosmetics store (only female),,0,,
"Data Entry, Management and ReportGenerating Website Developer",,0,,
Data Feeder/Encoder,,0,,
Data Manager - Digitization Expert /ODK/ SurveyCTO,,0,,
Data organizer,,0,,
DBA & MIS Officer,,0,,
Declarent/Assocer,,0,,
Defense & Advisory Division Head,,0,,
Delivery Car for startup business,,0,,
"Delivery Unit Analyst, Regiona BoA Delivery Unit ( Addis Ababa",,0,,
Demand Generation Specialist,,0,,
department cafe FOOD preparation and serving,,0,,
Deploying a flutter app on App Store,,0,,
Deploying on AWS,,0,,
Deployment of Regional MHPSS Personnel,,0,,
Deposit Mobilization Officer,,0,,
Deputy CEO - Healthcare Facility,,0,,
Deputy Chief of Party (DCOP),,0,,
"Deputy Chief of Party (DCOP), BHA Rapid Response Mechanism (RRM) Project",,0,,
"Deputy Chief of Party, Disaster Risk Management - Proposal recruitment",,0,,
"Deputy Chief of Party: Monitoring, Evaluation, and Learning (DCOP/MEL)",,0,,
Deputy Director- IFB Financing and Investment,,0,,
Deputy Director-IFB Operations and Resource Mobilization,,0,,
Deputy GBV Program Manager - Gambella,,0,,
Deputy Head of Finance,,0,,
Deputy Head of Food Security and Livelihoods,,0,,
Deputy Managing Director- Commercial Operation (DMD-Com),,0,,
Deputy WASH Head of Department,,0,,
Dermatologist Instructor for Aesthetics and Skin Care,,0,,
Design and social media management,,0,,
Design & Contract Unit Senior Advisor,,0,,
Design Engineer on Structured Cabling Systems and ELV Systems,,0,,
Desktop application developer (internship),,0,,
Detsuch(germany) teacher,,0,,
deutsch (germany) teacher,,0,,
Develop lant simulation model using ARENA simulation software,,0,,
Developmental Evaluator Lead - Health and Education & Youth,,0,,
Development of Policy Monitoring and Analysis Tool,,0,,
DevOps Expert,,0,,
DFS Area Manager,,0,,
DFS Field Officer,,0,,
DHIS2 Database Manager and System Developer,,0,,
Dialysis Nurse,,0,,
Digetal sales person,,0,,
Digital and Fintech Service Manager,,0,,
Digital and Social Media,,0,,
Digital banner operator,,0,,
Digital BDS Manager,,0,,
digital file transfer,,0,,
Digital Finance Project Lead,,0,,
Digital Image Processing/QR code application,,0,,
Digital Innovation Hub /DIH Officer,,0,,
Digital logic design tutor,,0,,
Digital markating and sales,,0,,
Digital Marketing and Promote Hypermarket in Social Media,,0,,
Digital marketing with online payment access,,0,,
Digital Media & TV Show Host (Personality),,0,,
Digital Share Sales & Resource Mobilization Expert,,0,,
Digital video and photo professional editors who can speak Somali Language.,,0,,
"Dimensional Stones Production Input Materials Planning, Procurement & Control Expert",,0,,
"Directorate of Corporate Finance Director 
 (የኮርፖሬት ፋይናንስ ዳይሬክቶሬት ዳይሬክተር)",,0,,
Director - Database Management & Analytics Department,,0,,
"Director, Digital Agriculture, and Rural Finance Program",,0,,
Director-Digital Banking,,0,,
Director- Engineering Services,,0,,
"Director, Evidence and Learning",,0,,
Director for KG students and Main teacher,,0,,
"Director for Learning, Advocacy, and Change, USAID Ethiopia Resilience Learning Activity (RLA)",,0,,
"Director, IT Application & Program Management Department",,0,,
Director-IT Security,,0,,
"Director, NGOs, International Institutions and Diaspora Banking Department",,0,,
"Director, Non-Interest Operations Department",,0,,
Director of Analysis Research and Learning (DARL),,0,,
"Director of Analysis Research and Learning (DARL), Ethiopia Sustainable Peace Activity",,0,,
Director of F&B,,0,,
"Director of Finance and Operations, Various Upcoming USAID-Funded Programs",,0,,
Director of Inclusive Economic Growth,,0,,
"Director of Programs, Ethiopia",,0,,
"Director, Partnership and Field Implementation",,0,,
"Director, Post-Tension Construction",,0,,
"Director, Research, Community Service and University Industry Linkage Office",,0,,
"Director, Underwriting & Branches Operations",,0,,
Disability and Inclusion Officer,,0,,
Disbursement & Collection Division Head,,0,,
"Disbursement ,Collection & Follow Up Division Head",,0,,
Disbursement Section Head,,0,,
Dish Maintenance,,0,,
"Disposable Product (Food box, Cups, Spoon, Fork) Retailers and Distributors",,0,,
Dispute and Reconciliation Officer,,0,,
District Credit Analysis and Appraisal Officer,,0,,
District Credit Analyst to Addis Ababa District Office - Re-advertised,,0,,
District Credit Recovery Officer for Jimma District Office,,0,,
District IFB Business Manager,,0,,
District Junior Auditor,,0,,
District Program Officers,,0,,
District Talent Acquisition Officer,,0,,
District TB Officer (DTO) for TB Project from Expertise France,,0,,
District Valuator (Maker/Checker),,0,,
District Valuator -Maker-Checker,,0,,
"Division Head, Cost & Budget Control",,0,,
"Division Manager, Share Sales Project",,0,,
Division Vice Director,,0,,
Dj,,0,,
Django and Angular developer,,0,,
Django and React developer,,0,,
Django Backend Developer,,0,,
Django programmer,,0,,
Django Rest Framework developer,,0,,
Django Vue js and REST API developer,,0,,
Django Web developer,,0,,
DJ / music mix,,0,,
አስመጪና ላኪ documentation,,0,,
Documentation Specialist for a Visa Consultancy,,0,,
documentation specialist for foreign employment agency,,0,,
Document Controller,,0,,
Document Custodian - Archive,,0,,
Document design,,0,,
Doing the finishing of a website and application,,0,,
Doodle Video Creator Freelance,,0,,
Door to Door business sales Agent (B2B),,0,,
Doortodoor marketing internship(unpaid internship),,0,,
Dot net desktop app and windows service developer,,0,,
Double Facer Machine Operator,,0,,
DQI & DU Mentor,,0,,
Drafting and BOQ expert,,0,,
Drafting contracts,,0,,
Drinking Cocktail Specialist,,0,,
Drone for rent,,0,,
Dropshipping Expert(Shopify),,0,,
"DSG, Membership Affairs & Communication",,0,,
DTM Database Assistant,,0,,
Dump Truck contract work,,0,,
Durable Solutions Analyst – Programme Management & Operations,,0,,
Durable Solutions Specialist,,0,,
Duty Free Representative Salesperson Airport,,0,,
DVM Officer I,,0,,
"Eagle point, Auto cad & Arci cad (part time) teacher",,0,,
EAR Assistant Finance Director – World Vision Ethiopia,,0,,
Earth work Foreman,,0,,
Earthwork Superintenden,,0,,
E-Banking Settlement & Reconciliation Officer I,,0,,
Ebirr operators,,0,,
Ecommerce App developer(Flutter),,0,,
Ecommerce Technology Expert,,0,,
Ecommerce website and app developer,,0,,
Ecommerce Website Seo Expert,,0,,
Econometrics,,0,,
Econometrics analysis,,0,,
Econometrics Tutor,,0,,
ECSO Council Secretariat Director,,0,,
ECX Purchase Officer,,0,,
ECX TRADING EXPERT,,0,,
Educational and promotional video Host,,0,,
Education & Visa Consultancy Manager,,0,,
efficient c++ programmer,,0,,
EHS Manager,,0,,
Election Dispute Resolution (EDR) Expert,,0,,
Election Operation Desk Expert,,0,,
Electrical and Automation maintenance Section head,,0,,
Electrical design tutorial,,0,,
Electrical industrial plan design for Ethiopia Electric power corporation.,,0,,
Electrical Section Head,,0,,
Electric motor rewinding technician,,0,,
Electro- Mechanical Assistant Section Head,,0,,
Email Creator,,0,,
"Email marketer, Blog writer",,0,,
EMA IRB Secretary,,0,,
Emergency Health and Nutrition Project Coordinator – Mental Health and Nutrition Team (MHNT),,0,,
Emergency Refugee Camps Accessibility Audit Works,,0,,
Emergency Woreda Coordinator & GBV Officer,,0,,
Employability and Life Skills Trainer,,0,,
"Employability, skills development and training officer",,0,,
"Employee Relations, Training and Development Lead",,0,,
EMPOWERMENT AND BDS PROVIDERS,,0,,
Enabling environment and partnership manager/Lead,,0,,
Engagement Monitoring Specialist,,0,,
Engineer and Collateral Valuator( Civil),,0,,
Engineering Foreman,,0,,
ENGINEERING & MENTENANCE HEAD / TECHINC HEAD,,0,,
Engineering Services Division Head,,0,,
Engineer STTA,,0,,
,,0,,
English Narrator,,0,,
English to Amharic legal Translators,,0,,
English to Amharic YouTube Video Script Translator,,0,,
English videos translator,,0,,
English voice actor,,0,,
English Voiceover /Male / Middle aged American voice,,0,,
English YouTube and TikTok teacher,,0,,
Enhancing the rule of law to develop gender equality,,0,,
Enterprise Network Service Team Lead,,0,,
,,0,,
Entrepreneurship and Financial inclusion Officer,,0,,
Entrepreneurship Program,,0,,
Entrepreneurship Training of Trainer (ToT) Expert for BMOs,,0,,
Enumerators and Supervisors (24),,0,,
Environmental and Social Governance/ Impact Reporting,,0,,
Environmental impact assessment,,0,,
E-Payment Officer II,,0,,
Epidemiologist for Trachoma Elimination Program,,0,,
epoxy teacher,,0,,
Equipment Admin Head,,0,,
Equipment Admiration & Maintenance Div. Head,,0,,
Equipment & Plant Maintenance Division Head,,0,,
"Equipment Utilization, Evaluation and Control Officer",,0,,
ER and Compensation Specialist,,0,,
ERP Data Encoder,,0,,
ERP developer with Microsoft Power Apps,,0,,
ERP developer with ServiceNow and Odoo platform,,0,,
ERPNext Developer,,0,,
ERP Procurement : Implementation Project Manager,,0,,
ERP Roll out implementation Function Intern,,0,,
Ertib bet serategna,,0,,
ES/NFI Cash Assistant,,0,,
ES/NFI Officer,,0,,
ESNFI Officer,,0,,
Esports highlights creator (video editing),,0,,
Esthetic Teacher/ክይን ጥበባት መምህር,,0,,
Ethics and Anticorruption Officer,,0,,
Ethics Monitoring Department Manager,,0,,
Ethiopia Electric Utility Interface Coordinator,,0,,
"Ethiopia Health, Safety and Security (HSS) Specialist",,0,,
Ethiopia HR and Finance Coordinator,,0,,
Ethiopia IT Support Officer,,0,,
Ethiopian and European dish cook,,0,,
Ethiopian history content writer,,0,,
Ethiopia Office and Culture Coordinator,,0,,
Ethiopia Program Innovation and Fundraising Lead,,0,,
Ethiopia Research and Evaluation Analyst,,0,,
Ethiopia Resilience Measurement Consultant,,0,,
Ethiopia TA Food Environment Officer,,0,,
"Ethiopia TA Food Processing, Safety, and Quality Specialist - Livestock",,0,,
Ethio telecom vas service,,0,,
ethitelecom payment API integration,,0,,
Evaluator for a research paper,,0,,
EVD agent (in bulk),,0,,
EVD developer,,0,,
EVD electronic mobile cards retailers,,0,,
EVD Sales & Marketing Supervisor,,0,,
Event Ambassadors and VIP Hosts,,0,,
event decor and catering,,0,,
Event Decor and sound system,,0,,
Event decoration employees,,0,,
Event Decoration Trainer,,0,,
Event Executive and Insight Developer,,0,,
Event Live Streaming Production Technician,,0,,
Event Organizing and Promoting,,0,,
Event organizing and social media marketing,,0,,
Event Planner/ Organizer,,0,,
Excel VBA Expert,,0,,
Exciting opportunity as Country Consortium Coordinator for disability rights project,,0,,
Excutive secreatery,,0,,
"Executive Assistant and Board Secretary to HMA, DHM and DPR to AU x 3 (33/23 ADD)",,0,,
Executive Director of ECSOC,,0,,
Executive Director of Strategy and Innovation,,0,,
Executive English content writer,,0,,
Executive Office Assistance and Translator,,0,,
Exihibition Sales,,0,,
Expeditor and Maintenance Service Assistant,,0,,
Expeditor/Guday asfetsami,,0,,
EXPERIANCED MERN STACK DEVELOPER,,0,,
Experianced Outdoor Sales,,0,,
Experianced Phyton Developer,,0,,
Experienced amharic transcriber,,0,,
Experienced Angular developer.,,0,,
Experienced Angular Developer,,0,,
Experienced Angular Front end developer,,0,,
Experienced Author,,0,,
Experienced ERPNext Implementer,,0,,
Experienced Flutter Developer,,0,,
Experienced Frontend developer with Angular,,0,,
Experienced frontend react developer,,0,,
Experienced Full Stack developer needed,,0,,
Experienced Gitlab technician,,0,,
Experienced Grants & Business Proposal Writer,,0,,
Experienced Internet café Attendant,,0,,
Experienced Java and Spring Developer,,0,,
Experienced Laravel and Full stack Developer,,0,,
Experienced Laravel Developer,,0,,
Experienced Layout Designer (InDesign),,0,,
Experienced marble and granite Sales,,0,,
Experienced Nodejs developer,,0,,
Experienced Odoo ERP consultant,,0,,
Experienced Python Developer,,0,,
Experienced Radio & TV Commercial Scriptwriter,,0,,
Experienced React Developer,,0,,
Experienced React freelancers wanted,,0,,
Experienced React Js and Node Js developers,,0,,
Experienced React Native Developer,,0,,
Experienced ReactNative Expo Developer,,0,,
Experienced Springboot Developer,,0,,
Experienced telegram bot developer,,0,,
Experienced Visa Applicant,,0,,
Experienced Vue Js and Nuxt Js Developer,,0,,
Experienced VueJs + Node JS (Loopback 3) Developer,,0,,
Experience Laravel Programmer,,0,,
Expert both In Flutter & UI design,,0,,
Expert in Bamboo Works (የቀርከሃ ባለሙያ),,0,,
Expert in CNC Carving/Works (የCNC ባለሙያ),,0,,
Expert in Node js and MySQL,,0,,
Expert in UI and flutter,,0,,
Expert Level ReactNative Developer,,0,,
Expert Next.js Developer,,0,,
Expert Node JS Developer,,0,,
Expert ReactNative developer,,0,,
Explosive Ordnance Risk Education Facilitators,,0,,
Expo and Bazaar Assistant,,0,,
Export Division Head,,0,,
Export Division Manager,,0,,
Export Documentation Junior Expert,,0,,
Export Finance Head,,0,,
Export Sales Team Leader,,0,,
Expression of Interest for Payroll Software,,0,,
External and internal sales person,,0,,
External Audit,,0,,
External Real estate sales,,0,,
Eye-Health Senior Technical Specialist,,0,,
የሴቶች የውበት ሳሎን የጥፍርና የEyelash ባለሞያ,,0,,
Fabricator (ማሽን ሰሪ),,0,,
FAÇADE & GRAPHIC DESIGN EXPERT,,0,,
Facebook Ad Design,,0,,
"Facebook ad, Google ad and ASO Expert",,0,,
Facebook and instagram account fixer,,0,,
Facebook Boost Manager,,0,,
Facebook Comments Specialist,,0,,
Facebook & Instagram ads promoter,,0,,
Facebook Marketplace Seller,,0,,
Facebook page Ad feedback,,0,,
Facialist,,0,,
Facilitate Custodian,,0,,
Facilitate Custodian/Cleaner,,0,,
Factory Finance Lead,,0,,
Factory labor,,0,,
Factory Planning Executive II,,0,,
Factory & Quarry Spare Parts Procurement,,0,,
Factory & Quarry Spare Parts Procurement and Control Expert,,0,,
F and B controller and restaurant supervisor,,0,,
የምግብና መጠጥ መስተንግዶ ሱፐርቫይዘር (F and B Supervisor),,0,,
Farm Capo,,0,,
Farm Forman,,0,,
Fashion Designer Show Room Sales,,0,,
Fast English & Amharic Typist,,0,,
ምግብና መጠጥ ቁጥጥር (f&b control),,0,,
F & B controller,,0,,
የሆቴል ማናጀር F&B ማናጀር House keeping ማናጀር ሪሴፕሽኒስት,,0,,
FCDO Programme and Partnership Advisor (supported Project of BRC/NLRC TA),,0,,
FCRM Itern,,0,,
Feasibility report/Marketer,,0,,
Feasibility study and private sector development researcher,,0,,
Feasibility study Expert,,0,,
Admin Secratary,,0,,
Intern IT Officer,,0,,
Internship Program,,0,,
model for a tv ad,,0,,
FEMALE OFFICE TO OFFICE OUT DOOR SALES REPORESENTATIVE,,0,,
FEMALE OFFICE TO OFFICE OUT DOOR SALES REPRESENTATIVE,,0,,
Typist and Banner Designer,,0,,
FFMPEG developer,,0,,
Fiber Optic And Transmission Manager,,0,,
Fiber Optics installation work,,0,,
Fiber Optics Rigger,,0,,
Fiber Splicer,,0,,
Field Agents for Financial Literacy and VSLA Promotion (2),,0,,
Field auto mechanic,,0,,
Field camera man,,0,,
Field Facilitators,,0,,
FIELD FINANCE POSITIONS - ROASTER,,0,,
Field GBV Program Manager/Gambella,,0,,
Field Marketing and Sales For Software Company,,0,,
Field mechanic,,0,,
Field Monitor Assistant,,0,,
Field Office Gender Officer,,0,,
Field Program Implementation Lead,,0,,
Field Promotional Sales,,0,,
Field Research Facilitators and Coordinators,,0,,
የ መስክ ሽያጭ/ Field sales,,0,,
Field Sales and Project Section Head,,0,,
Field Sales Force,,0,,
Field Sales for Download Application,,0,,
Field transitor,,0,,
Field work Supervisor-Livelihood,,0,,
Fighting Inequality Program Manager,,0,,
file decompileing,,0,,
Filed sales person,,0,,
Filling Operator,,0,,
Filling out embasssy form and appointment,,0,,
Film Producer's Personal Assistant/Social Media Manager (Female Applicants only),,0,,
Final bsc thesis project assistant,,0,,
Final Transformers Assembly & connection Supervisors & Technicians:,,0,,
የሂሣብ ባለሙያ (finance),,0,,
"Finance and Compliance Manager, Ethiopia Sustainable Peace Activity",,0,,
Finance and Grant Lead,,0,,
Finance and Inventory Control,,0,,
"Finance Assistant Ada’a, Ethiopia",,0,,
Finance Data Encoder,,0,,
"FINANCE & GRANTS SPECIALIST (SUB-AWARDS) – HIGHLANDS RESILIENCE ACTIVITY: ADDIS ABABA, ETHIOPIA",,0,,
"Finance, HR Administrator and Receptionist Location: Lambret area, Addis Ababa, Ethiopia Salary: Depending on skills and experience Responsible to: Finance Manager Responsible for: Administration of Green Scene financial accounting processes, HR functions and reception service.",,0,,
Finance & Investment Division,,0,,
Finance Lead,,0,,
Finance Lead for USAID/LEGO CDA,,0,,
Finance Officer Hawassa Area Implementation Office,,0,,
Finance Officer-Sub Recipient Compliance & Capacity Building,,0,,
Finance/Procurement Facilitators (Parttimers),,0,,
Finance Section Head,,0,,
Financial Inclusion and Livelihood Specialist,,0,,
FINANCIAL INCLUSION TECHNICAL SPECIALIST- HIGHLANDS RESILIENCE ACTIVITY,,0,,
Financial Markets Lead,,0,,
Financial Planer Intern/Volunteer,,0,,
Financial projection for a startup(Internship),,0,,
Financial Service for the Poor Technical Lead,,0,,
Financing Analysis & Appraisal Officer II,,0,,
financing and purchasing,,0,,
Finding sponsorship for radio program,,0,,
Finished Good Store /Outbound/ Officer - Akaki Kality,,0,,
Finished Goods Warehouse Division Manager - Re-Advertised,,0,,
Finishing Construction Forman,,0,,
Firebase expert,,0,,
Fixed Asset & Inventory Accountant,,0,,
Fleet and Transport Section Head,,0,,
Fleet/logistic and supply chain coordiator,,0,,
Flood discharge estimation and 2D flood flow path analysis,,0,,
የወለል ንጣፍ ስራ አሰልጣኝ (Floor tilling trainer),,0,,
Flutter and Android Developer,,0,,
Flutter and App Developer,,0,,
Flutter and firebase developer,,0,,
Flutter and laravel dev,,0,,
Flutter and MERN stack developer,,0,,
Flutter and nodejs developer,,0,,
Flutter and Nodejs Intern Developers,,0,,
Flutter and php developer,,0,,
Flutter and Web Application Developer,,0,,
Flutter app developer android and java,,0,,
Flutter App Developer with Admin panel,,0,,
Flutter App Development Intern,,0,,
Flutter app migration,,0,,
Flutter backend developer,,0,,
Flutter bug fix for ios,,0,,
Flutter developer Company: Rica Technology,,0,,
Flutter Developer Expert,,0,,
Flutter developer for Advanced project,,0,,
flutter developer simple task,,0,,
Flutter developer with firebase,,0,,
Flutter developer with proven experience,,0,,
Flutter Development,,0,,
Flutter ECommerce,,0,,
Flutter E commerce medical mobile app developer,,0,,
Flutter E commerce medical mobile/PC App developer,,0,,
Flutter E commerce mobile app,,0,,
Flutter Food Delivery app developer with a fast and beautiful UX/UI,,0,,
Flutter FrontEnd/BackEnd simple app,,0,,
Flutter IOS Debugging,,0,,
Flutter ios deployment,,0,,
Flutter Mobile App developer UI & UX,,0,,
FLUTTER/NEST.JS/MONGODB MOBILE FULLSTACK APP DEVELOPER,,0,,
"Flutter, nodejs, mysql, application debugging and testing",,0,,
"Flutter, Php and Wordpress developer",,0,,
"Flutter, php & mysql developer",,0,,
Flutter + Python Developer,,0,,
Flutter & React Native Developer,,0,,
Flutter senior developer,,0,,
Flutter Tester,,0,,
Flutter UI developer,,0,,
"Flutter, Vue.js and Node.js developer",,0,,
Flutter web and app developer,,0,,
flyer design,,0,,
flyer distributer,,0,,
FMCG Factory Operations Manager - Sululta,,0,,
FMCG Sourcing Specialist,,0,,
FMNR Movement Catalyst Project Manager,,0,,
Focus Group Participants,,0,,
"FOL (Fuel, Oil & lubricant) Keeper",,0,,
Follow up and onboarding agents,,0,,
food and beverage ምግብ እና መጠጥ ተቆጣጣሪ,,0,,
Food and Beverage Cost Control,,0,,
Food and Beverage Cost Control Head,,0,,
FOOD ASSISTANCE INFORMATION REPORTING,,0,,
food delivery cyclist,,0,,
"Food Fortification Specialist, Inspiring Good Nutrition Initiatives Through Enterprise (IGNITE)",,0,,
,,0,,
Food Security and Livelihood (FSL) Officer,,0,,
Food Security and Livelihoods (FSL) Programme Coordinator,,0,,
Forage Agronomy Specialist - Ethiopia (NPA),,0,,
Forage Business Development Specialist - Ethiopia (NPA),,0,,
Foreign Exchange and Diaspora Account Management Division Manager,,0,,
Foreign purchase and Planning,,0,,
Foreign Purchase and Supply chain Dept Head,,0,,
Foreign Purchase Clearing and Case Executive Officer,,0,,
Foreign Purchase Clearing and Liaison Officer,,0,,
Foreign Purchase Division Head,,0,,
Foreign purchase/Import officer and Planning,,0,,
Foreign Purchase Logistic & Liaison Officer,,0,,
Foreign Purchase Section Head,,0,,
Foreman for Blasting and Painting,,0,,
Forman and store Kepper,,0,,
France language tutorial,,0,,
Frappe and ErpNext Developer,,0,,
Freelance Flutter Developer (Remote),,0,,
sales and app trainer,,0,,
Web Scraping Script Writer,,0,,
French or Arabic Speaking Customer Service Associate,,0,,
Qualitative Research and Evaluation Manger (M/F/D),,0,,
Front desk and social media handler,,0,,
: Front Desk Reception & Sales,,0,,
Frontend and backend Developers,,0,,
Frontend Developer Intern,,0,,
Frontend / Fullstack Developer,,0,,
"Frontend Heavy Full Stack Developer (React, Node.js)",,0,,
FrontEnd JavaScript Developer,,0,,
Front End React/NextJS Developer,,0,,
Front End Remote Internship,,0,,
Front End Wed Developer,,0,,
Front End & WordPress Developer,,0,,
Front Loader Operator,,0,,
Front Office Head,,0,,
Front Office Operation,,0,,
Front Office Reporting Engineer,,0,,
Front Office Team Leader,,0,,
Front Office Team Member,,0,,
Frozen dessert and milkshake expert,,0,,
FSL Community Facilitator,,0,,
FSL Coordinator,,0,,
FSL Program Manager,,0,,
Full and half scholarship finder,,0,,
Full and half scholarship scout,,0,,
Full branding work for a company,,0,,
Full stack developer and system manager needed,,0,,
Full Stack Developer & IT Support,,0,,
FullStack Developer .Net & angularjs,,0,,
